claim_id,customer_id,incident_date,claim_amount,claim_status,claim_type
51363,12861,2017-06-11 08:18:18,4728,Rejected,Theft
51364,22134,2017-12-16 17:01:25,9632,Rejected,Accident
51365,28965,2020-02-14 06:16:14,6604,Rejected,Accident
51366,18817,2017-12-13 01:37:42,6330,Approved,Accident
51367,19202,2023-01-14 07:37:00,9679,Under Review,Theft
51368,24357,2017-05-24 13:50:01,7364,Approved,Natural Disaster
51369,22241,2018-03-20 18:19:52,6453,Approved,Other
51370,21303,2018-03-30 13:18:41,3186,Rejected,Natural Disaster
51371,18116,2020-03-08 03:13:57,6047,Under Review,Theft
51372,13575,2018-03-06 17:49:36,7491,Rejected,Accident
51373,27522,2022-12-08 09:16:22,7642,Rejected,Theft
51374,18418,2022-12-22 08:46:29,7623,Approved,Theft
51375,12237,2019-07-25 23:58:22,741,Rejected,Natural Disaster
51376,29383,2021-03-06 18:07:30,8158,Rejected,Natural Disaster
51377,17559,2018-01-01 01:45:04,8138,Approved,Other
51378,17041,2024-02-28 06:03:28,2739,Rejected,Other
51379,15346,2022-06-04 09:30:41,8330,Under Review,Other
51380,26212,2022-06-06 15:28:00,9660,Approved,Accident
51381,24036,2024-07-25 05:31:09,2260,Under Review,Theft
51382,23452,2024-10-01 04:48:32,5835,Under Review,Other
51383,29968,2021-01-24 23:12:43,6904,Under Review,Other
51384,13855,2020-08-17 10:19:10,11630,Approved,Theft
51385,24145,2020-02-09 01:02:29,11943,Approved,Theft
51386,25387,2020-07-31 12:17:15,2204,Rejected,Other
51387,26485,2019-09-10 18:31:39,8342,Approved,Theft
51388,27785,2020-07-28 07:28:25,5043,Under Review,Accident
51389,27220,2018-01-25 01:20:18,6385,Approved,Natural Disaster
51390,17768,2023-07-03 14:15:09,11947,Approved,Other
51391,21989,2021-06-23 06:03:52,3970,Under Review,Accident
51392,22972,2021-03-14 14:20:10,6041,Rejected,Accident
51393,22226,2017-06-30 04:49:40,7002,Approved,Other
51394,12216,2024-03-28 09:35:17,863,Under Review,Theft
51395,28316,2024-10-19 11:19:49,10999,Approved,Natural Disaster
51396,14172,2017-06-02 11:34:19,4595,Rejected,Theft
51397,24621,2017-08-05 12:20:58,4916,Under Review,Theft
51398,12240,2024-05-24 22:38:23,281,Rejected,Other
51399,12681,2017-07-29 13:24:34,5675,Under Review,Theft
51400,13818,2023-10-30 22:36:26,11899,Rejected,Other
51401,26879,2022-04-12 23:36:34,899,Under Review,Theft
51402,20015,2024-08-25 17:24:13,6416,Under Review,Accident
51403,18736,2022-03-04 10:50:49,8724,Rejected,Other
51404,29395,2022-07-03 03:03:56,6908,Under Review,Other
51405,27673,2023-06-23 08:22:04,8614,Approved,Theft
51406,19045,2018-07-15 17:17:47,6985,Approved,Accident
51407,12877,2017-06-28 10:13:49,7697,Rejected,Accident
51408,20879,2022-10-14 07:54:36,4166,Approved,Theft
51409,22719,2024-01-29 13:29:41,6518,Approved,Other
51410,12582,2023-10-19 06:09:56,15284,Approved,Theft
51411,23419,2024-10-24 03:03:31,10650,Rejected,Theft
51412,13662,2023-03-09 06:51:50,11540,Under Review,Theft
51413,17876,2021-12-17 12:31:07,2385,Rejected,Other
51414,14602,2019-08-10 09:25:44,12136,Approved,Accident
51415,20539,2018-05-10 17:47:37,5284,Approved,Theft
51416,24628,2018-03-10 18:45:17,9636,Under Review,Natural Disaster
51417,18552,2020-01-27 19:30:25,6236,Rejected,Accident
51418,17190,2020-06-23 02:29:07,8339,Under Review,Other
51419,22177,2018-02-10 21:36:48,5973,Under Review,Theft
51420,14246,2018-05-22 21:40:31,2543,Under Review,Other
51421,15021,2021-09-20 07:54:55,13837,Rejected,Theft
51422,25425,2019-06-02 18:09:06,3229,Under Review,Natural Disaster
51423,16004,2022-04-20 18:45:19,10517,Under Review,Natural Disaster
51424,14288,2019-02-05 23:21:06,7638,Rejected,Theft
51425,22179,2021-07-24 18:22:41,11631,Rejected,Theft
51426,13453,2024-06-26 15:23:39,8199,Approved,Other
51427,17141,2022-05-08 19:24:22,5321,Rejected,Theft
51428,14694,2019-09-14 00:17:30,9221,Rejected,Other
51429,13867,2022-08-06 13:19:56,9486,Rejected,Accident
51430,12180,2023-09-05 09:13:27,2855,Under Review,Other
51431,12995,2023-02-28 01:20:55,9363,Approved,Natural Disaster
51432,26372,2018-03-13 08:49:56,10158,Under Review,Theft
51433,27153,2021-12-15 21:22:03,5229,Rejected,Accident
51434,25471,2020-06-28 03:38:05,8787,Approved,Theft
51435,25364,2018-07-09 15:08:06,11008,Rejected,Natural Disaster
51436,27782,2019-01-14 02:32:40,8138,Under Review,Accident
51437,18797,2022-04-08 10:24:32,9297,Under Review,Natural Disaster
51438,14968,2017-10-22 18:16:10,3676,Under Review,Theft
51439,15894,2020-04-07 10:55:03,7280,Approved,Natural Disaster
51440,12460,2022-10-14 09:10:58,11099,Under Review,Other
51441,17790,2017-03-21 10:37:18,10488,Approved,Other
51442,28304,2023-01-28 17:15:38,4784,Rejected,Natural Disaster
51443,18672,2017-08-16 12:47:44,9974,Rejected,Accident
51444,14410,2020-03-06 21:36:39,4247,Approved,Theft
51445,12970,2023-07-25 19:57:21,5542,Rejected,Natural Disaster
51446,10706,2023-11-15 15:23:29,2477,Approved,Accident
51447,20837,2024-08-11 19:22:19,1287,Approved,Other
51448,20049,2017-01-17 03:25:49,6226,Rejected,Theft
51449,28458,2024-03-06 07:12:11,9160,Approved,Theft
51450,23719,2023-08-23 21:46:22,9018,Approved,Other
51451,26836,2018-11-21 19:24:24,9943,Approved,Theft
51452,14835,2021-02-23 06:02:05,7665,Rejected,Theft
51453,21369,2024-12-19 12:16:18,7067,Under Review,Natural Disaster
51454,14686,2017-02-07 19:35:43,6863,Under Review,Natural Disaster
51455,28754,2018-03-19 19:38:43,8924,Rejected,Natural Disaster
51456,27941,2022-01-09 06:10:23,9740,Rejected,Natural Disaster
51457,12490,2017-02-26 11:48:03,4644,Approved,Natural Disaster
51458,16253,2019-06-27 21:30:26,9001,Approved,Other
51459,21994,2017-11-07 06:59:22,9824,Under Review,Accident
51460,19669,2024-11-20 20:53:41,7085,Rejected,Natural Disaster
51461,15942,2023-09-23 08:36:58,5859,Rejected,Accident
51462,28922,2024-05-15 10:07:26,7960,Rejected,Theft
51463,19547,2020-01-02 22:09:43,3507,Approved,Accident
51464,18809,2018-05-04 02:23:20,9395,Under Review,Theft
51465,22375,2017-05-29 01:46:49,8263,Rejected,Accident
51466,25333,2020-04-01 09:49:41,8228,Rejected,Theft
51467,27103,2018-04-17 20:55:00,7534,Under Review,Theft
51468,28921,2017-03-09 21:06:09,4015,Rejected,Other
51469,19100,2024-01-14 20:22:30,6973,Rejected,Accident
51470,21692,2017-11-18 22:45:42,8269,Rejected,Other
51471,12824,2024-03-22 07:07:07,10345,Under Review,Natural Disaster
51472,14985,2021-07-23 08:33:09,6156,Approved,Natural Disaster
51473,15891,2017-07-30 12:16:58,3447,Rejected,Other
51474,15988,2017-05-16 18:45:35,6861,Approved,Accident
51475,21141,2018-03-04 20:26:18,9089,Under Review,Accident
51476,13784,2021-08-22 14:27:10,12218,Approved,Other
51477,23041,2020-08-17 00:02:22,8027,Approved,Other
51478,14289,2017-07-28 06:45:15,-355,Under Review,Natural Disaster
51479,26621,2024-03-02 02:34:05,4630,Approved,Other
51480,26450,2022-01-23 09:08:47,5718,Rejected,Other
51481,16165,2021-12-27 02:12:27,5427,Approved,Other
51482,27212,2018-06-07 21:21:18,5602,Approved,Natural Disaster
51483,20741,2022-09-24 09:58:49,7792,Rejected,Natural Disaster
51484,13021,2024-06-02 11:25:41,9020,Approved,Other
51485,10170,2018-09-08 15:07:41,3712,Rejected,Accident
51486,12543,2017-02-20 10:30:25,9875,Rejected,Natural Disaster
51487,12715,2019-03-24 08:40:53,6766,Approved,Other
51488,21626,2021-12-09 12:23:57,10404,Rejected,Theft
51489,22669,2021-04-08 07:51:35,3417,Rejected,Other
51490,13263,2021-08-15 01:29:03,8448,Rejected,Theft
51491,10145,2017-05-03 18:54:46,3189,Approved,Natural Disaster
51492,17813,2019-08-22 21:26:55,8276,Approved,Theft
51493,28375,2020-06-17 08:51:33,13705,Rejected,Other
51494,15920,2018-08-07 22:42:22,12484,Under Review,Other
51495,29638,2023-05-19 03:17:34,8554,Approved,Natural Disaster
51496,22226,2019-05-24 10:40:36,3180,Rejected,Natural Disaster
51497,18439,2022-01-15 04:14:17,2049,Approved,Other
51498,19602,2021-08-30 02:45:31,9867,Approved,Theft
51499,28480,2024-07-24 23:09:42,6983,Rejected,Theft
51500,25288,2017-09-20 00:27:22,5841,Rejected,Natural Disaster
51501,15213,2024-06-20 20:56:56,4228,Rejected,Accident
51502,24143,2024-04-16 18:52:04,5555,Approved,Theft
51503,21508,2021-04-19 20:02:35,7345,Rejected,Other
51504,24404,2021-12-07 03:13:42,8429,Rejected,Natural Disaster
51505,25109,2017-03-05 00:34:09,580,Approved,Theft
51506,29299,2024-08-02 11:39:58,4428,Under Review,Other
51507,29487,2022-02-11 11:03:02,7674,Rejected,Natural Disaster
51508,10340,2017-12-29 04:13:06,3793,Under Review,Other
51509,11026,2017-09-10 10:48:15,5189,Rejected,Natural Disaster
51510,14908,2021-12-05 04:20:25,2367,Approved,Accident
51511,23596,2017-05-04 00:26:51,6937,Under Review,Theft
51512,11709,2024-09-01 11:56:20,9630,Rejected,Accident
51513,17326,2022-06-20 00:38:13,6752,Under Review,Theft
51514,11235,2018-09-03 16:13:39,9536,Rejected,Other
51515,12108,2022-12-18 11:59:23,10853,Approved,Accident
51516,13227,2021-11-25 10:47:02,8787,Under Review,Accident
51517,20194,2017-10-18 09:30:18,6803,Under Review,Theft
51518,16078,2019-02-01 22:56:12,5046,Rejected,Theft
51519,19338,2018-02-23 17:50:38,7680,Under Review,Natural Disaster
51520,13223,2017-12-29 17:39:50,2987,Approved,Other
51521,25524,2021-11-19 22:33:52,7507,Under Review,Natural Disaster
51522,13283,2024-11-12 16:55:24,12482,Under Review,Theft
51523,27442,2022-08-22 13:36:40,12315,Approved,Other
51524,10074,2023-05-19 17:29:43,5132,Approved,Theft
51525,22149,2022-12-21 05:44:02,5521,Rejected,Theft
51526,15722,2020-10-11 06:30:13,6964,Under Review,Natural Disaster
51527,24609,2017-10-17 03:02:41,1421,Under Review,Theft
51528,24713,2017-01-02 13:09:55,11111,Rejected,Accident
51529,25310,2022-08-13 11:00:36,8787,Under Review,Theft
51530,19604,2024-11-19 11:55:46,5661,Rejected,Theft
51531,19779,2017-12-04 19:10:12,11907,Approved,Theft
51532,24804,2020-07-15 15:40:21,7082,Approved,Accident
51533,12655,2023-05-27 08:31:23,3687,Rejected,Other
51534,11008,2019-05-17 10:32:02,10613,Approved,Theft
51535,18146,2017-06-08 22:31:48,3545,Under Review,Theft
51536,27756,2021-11-23 14:01:44,5426,Rejected,Natural Disaster
51537,12507,2023-05-03 05:39:20,10293,Rejected,Natural Disaster
51538,12145,2018-10-26 17:50:04,4027,Approved,Theft
51539,23486,2017-01-30 22:20:29,9295,Under Review,Other
51540,29475,2023-08-13 23:32:35,10308,Approved,Other
51541,14246,2024-03-31 23:15:53,4976,Rejected,Natural Disaster
51542,29135,2019-10-04 01:43:21,3808,Approved,Theft
51543,24026,2022-04-29 03:59:37,4866,Rejected,Accident
51544,29927,2020-11-07 09:02:40,6421,Under Review,Natural Disaster
51545,24528,2021-08-02 23:50:15,8940,Approved,Accident
51546,14356,2023-12-29 13:39:41,2225,Rejected,Other
51547,10796,2020-04-09 19:00:45,5036,Under Review,Accident
51548,15451,2018-12-02 12:26:21,11339,Approved,Natural Disaster
51549,29381,2017-11-09 15:59:50,3071,Under Review,Accident
51550,10200,2017-06-07 07:21:26,3291,Under Review,Other
51551,24330,2024-12-03 11:53:35,5162,Approved,Other
51552,19748,2018-01-10 01:34:11,10609,Under Review,Accident
51553,25312,2018-05-17 01:21:22,12592,Rejected,Theft
51554,25976,2020-04-25 07:57:33,6133,Under Review,Other
51555,18838,2022-11-22 16:35:37,7921,Approved,Natural Disaster
51556,12822,2021-04-01 09:45:46,11972,Approved,Natural Disaster
51557,19304,2024-11-07 06:18:42,11493,Rejected,Other
51558,10735,2023-01-29 23:22:33,7018,Under Review,Theft
51559,11821,2019-09-24 15:43:51,4951,Approved,Accident
51560,18060,2018-12-23 18:57:48,9820,Rejected,Theft
51561,22096,2018-06-29 20:37:45,1422,Rejected,Other
51562,11963,2021-08-25 10:45:41,7116,Approved,Natural Disaster
51563,17852,2021-04-21 21:36:10,6883,Rejected,Natural Disaster
51564,16959,2019-06-15 13:34:48,12807,Under Review,Other
51565,17161,2024-07-12 20:16:26,10275,Under Review,Theft
51566,17636,2024-08-18 13:57:48,4808,Rejected,Theft
51567,11799,2018-08-14 12:30:02,12460,Approved,Other
51568,27040,2023-11-05 21:53:32,819,Approved,Natural Disaster
51569,14189,2023-08-16 20:23:08,3258,Under Review,Other
51570,28581,2019-02-25 21:42:13,4943,Approved,Natural Disaster
51571,15632,2017-05-13 04:42:41,5814,Rejected,Natural Disaster
51572,27486,2024-01-27 08:10:58,4743,Rejected,Natural Disaster
51573,26030,2023-09-11 15:24:56,3244,Under Review,Accident
51574,14692,2021-08-16 08:47:46,6732,Rejected,Accident
51575,13193,2023-04-13 11:51:26,9956,Under Review,Accident
51576,28955,2022-06-28 16:19:25,5485,Rejected,Other
51577,13991,2021-09-22 01:12:57,10670,Rejected,Theft
51578,13106,2021-06-20 17:56:02,6253,Under Review,Other
51579,29349,2019-09-23 21:34:49,1384,Approved,Theft
51580,13530,2023-10-08 03:41:31,-564,Under Review,Natural Disaster
51581,26001,2017-01-21 09:53:42,8717,Under Review,Theft
51582,24066,2024-10-11 20:32:46,6028,Rejected,Theft
51583,22719,2020-06-24 17:14:43,5208,Approved,Natural Disaster
51584,12174,2017-07-25 01:58:40,10626,Rejected,Natural Disaster
51585,26116,2017-03-06 07:55:17,4950,Approved,Natural Disaster
51586,13578,2022-04-17 12:10:52,6064,Approved,Accident
51587,23615,2018-10-31 09:11:16,5599,Under Review,Natural Disaster
51588,27174,2020-10-17 14:48:37,4181,Approved,Accident
51589,28358,2023-04-02 07:06:02,10422,Under Review,Natural Disaster
51590,28562,2022-09-17 23:25:42,10045,Approved,Other
51591,28430,2017-03-25 22:04:33,11765,Approved,Accident
51592,24427,2021-01-13 20:57:31,5107,Approved,Other
51593,26184,2021-11-18 04:46:17,11595,Rejected,Natural Disaster
51594,20490,2023-04-17 22:38:49,8034,Approved,Natural Disaster
51595,17973,2017-12-20 15:37:26,2507,Approved,Theft
51596,16643,2018-05-21 16:08:52,7716,Approved,Other
51597,22124,2018-06-07 04:47:40,11432,Under Review,Other
51598,18801,2018-11-09 02:00:51,9595,Rejected,Other
51599,14452,2024-04-16 07:04:00,2897,Approved,Natural Disaster
51600,19986,2021-05-15 15:19:57,9713,Under Review,Theft
51601,19884,2020-08-11 01:08:53,3975,Approved,Natural Disaster
51602,15348,2022-03-23 10:30:29,3966,Under Review,Natural Disaster
51603,23783,2021-09-26 02:37:55,7962,Approved,Theft
51604,29614,2017-01-29 04:30:11,9059,Rejected,Other
51605,15170,2019-04-11 11:28:10,7293,Rejected,Theft
51606,29473,2023-04-24 12:36:41,10388,Approved,Theft
51607,10107,2022-06-29 04:27:40,9008,Rejected,Natural Disaster
51608,26094,2019-03-25 02:28:24,3599,Approved,Other
51609,20672,2017-04-22 14:46:57,10409,Rejected,Theft
51610,23226,2017-07-03 02:39:01,9225,Approved,Natural Disaster
51611,22776,2019-10-05 20:49:14,4099,Approved,Other
51612,12811,2018-06-27 20:13:42,12802,Approved,Theft
51613,27446,2018-11-11 00:41:02,6938,Under Review,Natural Disaster
51614,18657,2018-08-14 06:12:48,4394,Rejected,Other
51615,10911,2017-08-27 02:21:35,7003,Rejected,Other
51616,10711,2022-07-30 11:56:02,5123,Approved,Accident
51617,20922,2021-12-31 16:28:21,9003,Under Review,Natural Disaster
51618,15309,2020-12-09 04:33:56,384,Rejected,Theft
51619,26005,2019-10-06 09:35:08,4671,Under Review,Other
51620,15156,2018-07-06 22:43:28,13112,Rejected,Natural Disaster
51621,23595,2023-03-19 05:04:27,4042,Rejected,Theft
51622,28360,2019-06-09 08:58:44,7515,Approved,Theft
51623,29966,2019-08-05 16:13:52,6272,Under Review,Natural Disaster
51624,26470,2017-12-01 06:11:34,9728,Rejected,Other
51625,15164,2022-10-19 00:54:35,9411,Rejected,Other
51626,18875,2017-06-17 19:20:01,-1050,Rejected,Natural Disaster
51627,15201,2020-04-01 10:56:42,4973,Rejected,Accident
51628,29436,2022-01-29 23:57:40,409,Under Review,Natural Disaster
51629,15987,2021-01-12 05:51:54,9660,Approved,Natural Disaster
51630,14075,2022-04-21 21:52:20,6850,Rejected,Accident
51631,22397,2021-01-06 04:48:03,8029,Approved,Accident
51632,28142,2020-05-16 03:04:09,2825,Rejected,Natural Disaster
51633,22640,2021-09-10 16:16:18,9932,Rejected,Accident
51634,23454,2019-05-03 05:01:31,6394,Approved,Natural Disaster
51635,24117,2022-10-31 00:17:28,7841,Approved,Other
51636,10825,2023-05-24 07:50:51,13746,Approved,Accident
51637,28295,2018-11-18 05:13:38,7255,Approved,Other
51638,17153,2020-04-09 03:03:19,8630,Approved,Accident
51639,22794,2024-07-10 15:46:53,16191,Rejected,Theft
51640,17604,2024-11-13 13:17:08,5201,Rejected,Natural Disaster
51641,11857,2024-04-02 04:15:46,1071,Approved,Natural Disaster
51642,17335,2024-07-29 18:17:30,10161,Approved,Theft
51643,12885,2018-06-09 20:08:03,7034,Approved,Theft
51644,19299,2019-01-29 06:21:38,6328,Under Review,Other
51645,17329,2017-11-05 23:10:26,4867,Under Review,Other
51646,18453,2022-07-28 10:34:33,7351,Under Review,Theft
51647,21815,2019-10-26 02:50:33,10042,Under Review,Natural Disaster
51648,25511,2020-07-20 11:33:52,6985,Approved,Natural Disaster
51649,25901,2021-07-31 07:51:53,9240,Approved,Other
51650,15318,2023-04-06 07:27:16,10192,Rejected,Natural Disaster
51651,27649,2017-04-10 14:55:19,8783,Under Review,Theft
51652,25368,2023-12-11 08:42:06,6119,Rejected,Accident
51653,27812,2022-12-10 06:34:48,11387,Under Review,Other
51654,27785,2021-10-14 19:43:15,4991,Rejected,Natural Disaster
51655,26679,2023-10-08 07:13:27,2917,Approved,Other
51656,27282,2022-05-23 05:05:04,5009,Approved,Accident
51657,19695,2019-10-28 13:20:18,5963,Approved,Other
51658,17647,2019-12-16 18:26:49,7579,Rejected,Theft
51659,27990,2019-02-17 00:00:56,5833,Rejected,Natural Disaster
51660,19440,2024-12-26 18:38:19,1973,Approved,Other
51661,20817,2021-04-28 12:28:42,8971,Under Review,Accident
51662,22191,2017-04-29 19:14:09,5551,Rejected,Natural Disaster
51663,24672,2023-01-22 23:03:45,10136,Under Review,Natural Disaster
51664,28226,2023-06-14 19:19:53,11243,Rejected,Natural Disaster
51665,17944,2022-10-26 01:23:50,2494,Approved,Other
51666,26090,2021-11-25 01:10:09,2131,Rejected,Natural Disaster
51667,22955,2022-03-13 01:40:55,4332,Approved,Other
51668,11674,2020-01-16 21:01:05,5112,Rejected,Theft
51669,18115,2020-12-02 05:44:03,4275,Under Review,Theft
51670,22202,2019-07-09 14:59:54,6443,Rejected,Theft
51671,19249,2022-11-04 04:53:12,8341,Rejected,Other
51672,10360,2019-12-04 15:28:06,6868,Rejected,Accident
51673,20241,2020-01-25 18:20:55,1423,Under Review,Other
51674,14466,2024-12-16 06:16:14,5057,Rejected,Accident
51675,23494,2019-03-05 22:59:06,3534,Rejected,Theft
51676,27358,2019-06-16 00:14:40,8293,Under Review,Natural Disaster
51677,19914,2022-06-16 13:04:14,10486,Approved,Natural Disaster
51678,16510,2023-05-29 21:53:04,9028,Rejected,Theft
51679,22361,2020-03-30 05:58:14,9314,Approved,Accident
51680,28194,2018-07-15 02:08:46,5532,Under Review,Theft
51681,17706,2021-08-09 11:41:21,7643,Rejected,Natural Disaster
51682,18283,2021-12-29 10:26:39,6842,Rejected,Theft
51683,15641,2024-04-29 10:11:12,7005,Under Review,Natural Disaster
51684,14085,2017-04-18 20:16:08,1415,Under Review,Accident
51685,21232,2023-05-23 00:14:36,5674,Approved,Other
51686,10196,2020-07-09 22:18:49,3855,Under Review,Theft
51687,17613,2017-04-10 11:41:45,9037,Rejected,Other
51688,18321,2022-09-10 12:38:57,10130,Under Review,Accident
51689,23006,2023-03-19 04:41:16,8288,Approved,Other
51690,23715,2017-08-01 13:29:30,3137,Approved,Natural Disaster
51691,18225,2020-02-16 22:43:28,8497,Under Review,Natural Disaster
51692,22977,2021-09-07 00:12:27,6686,Under Review,Accident
51693,27188,2018-10-26 12:54:45,7580,Approved,Accident
51694,10291,2021-12-20 05:06:39,6657,Under Review,Theft
51695,20744,2023-08-08 00:50:06,7361,Approved,Other
51696,15174,2023-01-18 18:52:27,7134,Under Review,Natural Disaster
51697,16525,2017-03-07 08:39:25,8405,Rejected,Natural Disaster
51698,21258,2017-12-09 00:42:45,6028,Rejected,Accident
51699,14157,2019-01-14 13:20:31,2846,Rejected,Natural Disaster
51700,24254,2022-03-17 04:50:28,10443,Rejected,Theft
51701,11388,2024-09-04 13:01:55,5544,Approved,Accident
51702,14989,2023-12-20 04:12:24,4222,Under Review,Theft
51703,15510,2021-02-10 06:03:00,6953,Approved,Accident
51704,15815,2022-04-27 05:25:27,2884,Approved,Other
51705,20006,2018-04-03 14:25:59,3704,Rejected,Theft
51706,12291,2017-12-20 12:27:44,6390,Approved,Natural Disaster
51707,29464,2021-09-08 23:50:35,3443,Rejected,Natural Disaster
51708,17854,2021-07-16 07:47:08,5024,Approved,Natural Disaster
51709,21044,2019-11-17 12:58:46,10070,Under Review,Other
51710,16275,2017-12-07 14:54:29,7339,Under Review,Natural Disaster
51711,25357,2018-01-12 21:00:32,5884,Rejected,Accident
51712,23537,2021-01-05 12:42:08,2955,Approved,Other
51713,21694,2018-05-28 15:06:56,9557,Under Review,Accident
51714,22601,2024-04-15 06:28:29,7291,Under Review,Accident
51715,19496,2021-04-15 01:21:54,13713,Approved,Natural Disaster
51716,25909,2022-04-29 20:12:15,6527,Rejected,Natural Disaster
51717,15222,2019-08-17 12:54:00,5089,Approved,Natural Disaster
51718,21401,2022-04-13 19:52:39,8972,Rejected,Theft
51719,28450,2018-05-09 17:50:11,6135,Rejected,Natural Disaster
51720,21637,2021-07-02 21:03:32,5278,Rejected,Theft
51721,12232,2019-03-10 10:07:20,14201,Under Review,Accident
51722,19767,2020-01-02 22:24:41,10027,Under Review,Theft
51723,17717,2023-08-18 16:41:59,6643,Approved,Other
51724,11302,2017-07-21 02:40:25,8232,Under Review,Other
51725,21829,2023-10-23 19:04:46,10703,Rejected,Other
51726,24410,2023-12-21 04:26:38,2414,Under Review,Natural Disaster
51727,16547,2023-12-08 13:15:19,-438,Approved,Natural Disaster
51728,15527,2017-03-10 03:23:52,2934,Approved,Accident
51729,11309,2022-12-20 18:13:58,4121,Under Review,Other
51730,17087,2020-06-11 07:01:30,5396,Approved,Other
51731,27968,2023-10-30 08:17:43,10383,Rejected,Accident
51732,21360,2020-08-07 14:36:42,7406,Approved,Other
51733,29527,2019-01-28 07:02:51,10541,Rejected,Accident
51734,16123,2024-03-03 14:16:12,10916,Approved,Accident
51735,19361,2020-07-14 04:31:14,5705,Under Review,Other
51736,27359,2017-11-28 18:52:35,6789,Approved,Accident
51737,12893,2017-02-08 06:18:12,10825,Under Review,Accident
51738,27683,2017-04-03 03:38:09,7241,Rejected,Accident
51739,29095,2017-07-30 00:09:26,6284,Approved,Natural Disaster
51740,20528,2021-02-01 14:35:26,4453,Under Review,Accident
51741,20950,2022-05-22 02:11:16,5299,Under Review,Other
51742,12331,2024-06-20 03:36:32,7009,Under Review,Other
51743,16597,2020-06-02 09:52:21,2906,Approved,Theft
51744,16165,2024-06-12 01:32:29,4560,Under Review,Accident
51745,17746,2017-06-03 16:23:21,3396,Under Review,Theft
51746,25077,2020-04-29 16:31:41,7943,Rejected,Theft
51747,11896,2023-05-11 00:03:39,14440,Rejected,Accident
51748,17268,2018-01-21 18:12:05,12307,Rejected,Natural Disaster
51749,26241,2021-02-01 22:35:13,6963,Rejected,Other
51750,28084,2022-03-14 22:36:34,5138,Approved,Accident
51751,20423,2024-09-25 16:05:07,3778,Rejected,Theft
51752,21750,2022-02-17 17:06:04,6571,Under Review,Theft
51753,16049,2022-03-28 23:01:04,7579,Under Review,Natural Disaster
51754,10377,2017-11-06 00:53:16,7939,Rejected,Theft
51755,14232,2023-02-17 20:29:39,13976,Under Review,Natural Disaster
51756,11775,2020-10-01 03:51:31,8661,Under Review,Accident
51757,13987,2022-12-09 15:29:36,8796,Approved,Other
51758,16000,2024-09-20 12:49:50,3772,Under Review,Theft
51759,27907,2019-10-26 06:32:42,1763,Rejected,Natural Disaster
51760,24283,2018-09-02 10:16:53,6769,Under Review,Natural Disaster
51761,29050,2023-04-08 10:33:51,2280,Approved,Accident
51762,21713,2019-07-10 12:24:58,12151,Under Review,Accident
51763,10838,2017-03-18 08:20:03,7723,Under Review,Natural Disaster
51764,22417,2017-11-04 13:54:10,6218,Under Review,Natural Disaster
51765,16907,2024-01-31 21:26:35,3543,Approved,Accident
51766,13498,2021-02-15 05:49:14,8834,Approved,Accident
51767,27429,2019-06-10 06:16:11,5748,Under Review,Other
51768,16174,2022-10-31 06:21:30,10954,Approved,Accident
51769,27921,2022-04-21 19:24:27,4574,Under Review,Theft
51770,12918,2022-10-26 22:50:19,1693,Under Review,Theft
51771,27323,2019-11-20 08:28:27,7773,Rejected,Natural Disaster
51772,15965,2021-11-25 19:14:02,7202,Under Review,Accident
51773,18179,2021-02-24 16:16:22,10787,Under Review,Accident
51774,24020,2023-08-14 22:54:33,6788,Rejected,Theft
51775,12465,2020-07-01 13:26:46,9047,Under Review,Theft
51776,24064,2019-08-19 05:04:14,7066,Rejected,Accident
51777,15386,2018-02-25 21:09:35,9081,Approved,Theft
51778,20717,2022-05-29 21:35:13,3926,Approved,Accident
51779,21990,2023-06-25 15:36:13,5117,Rejected,Natural Disaster
51780,19441,2019-04-01 04:35:04,8452,Approved,Accident
51781,23210,2019-08-18 21:59:19,9182,Under Review,Natural Disaster
51782,19107,2019-02-15 02:22:26,6049,Approved,Natural Disaster
51783,10862,2018-08-24 22:49:29,3498,Rejected,Natural Disaster
51784,29631,2021-10-29 11:48:09,5994,Rejected,Natural Disaster
51785,11160,2021-09-26 07:38:22,10884,Under Review,Accident
51786,14149,2018-04-10 04:39:09,8010,Under Review,Accident
51787,28158,2020-11-11 04:09:39,7974,Rejected,Accident
51788,16239,2019-03-01 12:20:20,7704,Approved,Other
51789,10406,2022-10-21 17:15:56,13319,Under Review,Accident
51790,22603,2017-03-15 09:55:40,3613,Approved,Accident
51791,20972,2018-12-19 20:28:28,3965,Approved,Theft
51792,12505,2020-11-26 05:12:41,8394,Approved,Other
51793,13395,2018-01-12 21:38:31,9758,Rejected,Other
51794,15092,2023-06-21 17:24:01,10183,Rejected,Theft
51795,15351,2024-01-28 17:08:16,4417,Under Review,Theft
51796,20634,2024-08-21 07:13:49,9806,Under Review,Natural Disaster
51797,26656,2022-04-19 16:19:34,4589,Under Review,Natural Disaster
51798,13894,2021-08-08 08:18:33,2915,Under Review,Natural Disaster
51799,18274,2024-11-19 10:31:11,6914,Under Review,Theft
51800,10581,2021-07-14 19:14:54,11253,Rejected,Accident
51801,26941,2023-08-25 15:51:17,12462,Approved,Natural Disaster
51802,22544,2017-03-20 07:44:25,10385,Under Review,Other
51803,22310,2023-03-02 05:09:34,9964,Rejected,Theft
51804,17486,2021-12-18 18:52:29,7887,Rejected,Natural Disaster
51805,23585,2024-05-17 01:13:04,2510,Approved,Other
