customer_id,loan_amount,credit_score,late_payments,default_history,risk_score,risk_level
29053,6891,797,4,0,18,Low
17012,12967,374,3,0,92,High
26137,21410,454,1,0,1,Low
13941,15476,764,2,0,17,Low
25807,12050,494,2,0,89,High
19205,12929,431,6,0,14,Low
26029,19132,656,1,0,29,Low
22215,20352,824,1,0,37,Low
18552,17632,814,2,0,38,Low
14036,18445,570,2,0,85,High
26786,9246,540,2,1,46,Low
22876,13647,810,4,0,83,High
16393,18246,779,2,0,86,High
15564,16840,406,1,0,26,Low
14557,15323,508,0,1,21,Low
28973,8981,481,3,1,20,Low
27657,16166,610,1,0,35,Low
11217,4742,380,2,0,94,High
27698,14598,483,0,0,64,Medium
25840,13715,666,3,0,58,Medium
20429,9021,746,1,1,52,Medium
15565,14729,462,1,0,67,Medium
26784,8958,408,3,0,24,Low
14018,13274,586,1,0,66,Medium
20907,6934,542,0,0,28,Low
18788,22425,830,3,0,76,Medium
19010,3207,651,3,0,83,High
24329,17145,671,3,0,72,Medium
10982,5672,736,2,0,61,Medium
16790,14695,495,4,0,9,Low
16535,17805,410,4,0,3,Low
25622,15205,692,2,0,8,Low
26953,14163,399,4,0,76,Medium
17919,9793,834,1,0,27,Low
29029,11834,523,3,0,79,Medium
20595,17414,836,1,0,9,Low
28540,11294,515,1,0,65,Medium
13491,22875,484,1,0,31,Low
14220,17452,719,1,1,41,Low
13653,26568,837,2,1,66,Medium
22445,9168,843,3,0,81,High
18802,1248,710,1,0,90,High
19457,13943,762,2,0,60,Medium
23488,9338,681,3,0,76,Medium
11186,17078,657,0,0,29,Low
28579,16326,774,3,0,16,Low
19507,20547,388,2,0,2,Low
14042,17147,585,0,0,24,Low
24705,7480,427,2,0,9,Low
13730,15200,691,4,0,9,Low
22396,19761,624,4,0,64,Medium
10344,20283,313,1,0,39,Low
27777,14951,524,1,0,91,High
10021,13827,668,2,0,96,High
19408,23749,320,1,0,14,Low
28174,13300,840,0,0,36,Low
18176,19465,661,0,0,16,Low
20390,21472,390,4,0,53,Medium
19879,21377,436,2,0,73,Medium
13366,20211,395,0,0,82,High
28518,18416,660,2,0,13,Low
23349,14448,770,1,0,73,Medium
13246,18858,745,3,0,93,High
22678,13715,327,0,0,23,Low
23414,20196,328,1,0,33,Low
21691,8600,534,2,0,29,Low
27096,14881,486,1,0,81,High
22508,11531,830,2,0,54,Medium
21689,6298,839,2,0,92,High
24921,10967,779,2,0,50,Low
21847,5657,845,3,0,89,High
17148,12291,844,5,0,8,Low
24291,15886,610,3,0,33,Low
17608,20245,637,1,1,14,Low
17585,12747,585,1,0,27,Low
29990,5564,302,4,0,62,Medium
13081,13730,449,5,0,5,Low
13891,20128,797,0,0,3,Low
22394,5725,550,4,0,77,Medium
14407,10838,780,5,1,96,High
18329,14000,519,1,0,43,Low
25090,6520,338,1,0,4,Low
21712,11185,425,2,0,21,Low
17196,21835,766,0,0,59,Medium
27448,18415,553,1,0,65,Medium
20948,9167,527,1,0,59,Medium
15148,18904,362,1,1,63,Medium
12675,16289,424,0,0,80,Medium
14592,23793,422,2,0,60,Medium
14103,15449,788,2,0,1,Low
28136,10502,698,4,0,84,High
22992,8659,580,1,0,41,Low
11123,16632,330,1,1,45,Low
11323,14528,471,2,0,85,High
14879,17186,349,1,0,71,Medium
27476,11272,554,1,0,40,Low
20354,18321,628,2,0,73,Medium
13452,20889,497,2,0,69,Medium
22992,16023,733,3,1,36,Low
15959,19981,585,2,1,18,Low
12432,16493,339,2,0,5,Low
21878,16093,806,2,0,28,Low
22572,12466,376,0,1,30,Low
22788,21038,684,4,0,7,Low
22561,12041,597,2,0,62,Medium
27780,16135,846,2,0,10,Low
18023,10178,345,4,0,43,Low
11464,19201,573,1,0,65,Medium
24917,14038,378,2,1,12,Low
16410,17573,485,3,1,8,Low
26916,8676,401,5,0,5,Low
14292,10244,762,5,0,34,Low
13180,11163,491,0,0,59,Medium
13745,16270,665,0,0,55,Medium
28993,15635,691,3,0,4,Low
17405,13553,790,4,0,29,Low
22670,11388,586,4,0,13,Low
13780,8446,825,1,0,90,High
20649,18160,626,3,0,20,Low
17603,9907,453,0,1,89,High
15090,17043,463,3,0,45,Low
17245,7473,506,2,0,99,High
29588,15300,533,2,0,31,Low
26779,21206,615,1,1,40,Low
10524,17110,808,1,1,54,Medium
25599,15421,581,1,0,1,Low
24810,20142,588,3,1,84,High
23839,11873,794,1,0,94,High
24261,11491,699,1,0,58,Medium
10835,16694,683,2,0,44,Low
24732,12953,512,2,1,86,High
12961,11374,570,4,1,40,Low
14294,8362,839,2,0,67,Medium
23204,9709,462,3,0,35,Low
16381,19262,305,2,0,48,Low
26358,19114,765,3,1,92,High
25360,27775,784,1,0,85,High
11677,20427,592,1,0,69,Medium
15640,16785,714,1,0,6,Low
23578,19626,306,3,1,12,Low
28077,9664,532,2,0,96,High
23430,17698,468,2,0,67,Medium
10260,14332,538,1,0,80,Medium
23853,26287,647,3,0,29,Low
16873,21164,340,0,0,24,Low
18794,19505,657,1,0,54,Medium
21164,10390,742,2,0,1,Low
18364,31846,548,4,0,26,Low
26741,14034,311,0,0,1,Low
20997,11949,453,2,1,16,Low
12648,19659,510,3,1,87,High
10680,7651,481,1,0,62,Medium
26050,10402,547,1,0,18,Low
25414,11151,729,1,0,21,Low
19407,16419,461,4,0,1,Low
29122,16507,778,3,0,30,Low
15226,11949,408,3,0,31,Low
16223,13737,739,1,0,9,Low
23962,-235,636,3,0,2,Low
25292,14246,484,4,0,61,Medium
27095,15682,334,2,0,92,High
16754,20374,828,0,0,99,High
29309,14869,716,0,0,1,Low
19861,18473,354,2,1,24,Low
23514,13744,689,2,0,13,Low
24090,25352,789,3,0,74,Medium
16853,15434,669,4,0,54,Medium
18103,15315,489,1,0,18,Low
18887,10438,809,0,0,31,Low
19826,19680,401,1,0,71,Medium
24844,17111,744,1,1,27,Low
21312,20929,746,3,0,57,Medium
12208,12737,516,2,0,76,Medium
11946,15954,764,0,0,95,High
10925,22543,507,1,0,7,Low
22792,25095,526,2,0,13,Low
27069,20818,364,2,0,69,Medium
21545,18463,639,2,1,97,High
27051,9428,765,4,1,65,Medium
28792,13459,699,3,0,43,Low
10671,4455,507,1,0,97,High
11035,17926,743,1,1,10,Low
16388,14265,740,1,0,85,High
10374,18331,374,1,0,20,Low
29434,13808,826,2,0,91,High
19301,11024,448,2,1,31,Low
28063,12672,347,3,0,49,Low
28174,22725,537,1,0,7,Low
26966,21596,714,1,0,25,Low
14195,14857,656,1,1,85,High
27281,22804,486,3,1,16,Low
17880,20363,523,5,0,50,Low
19451,12661,377,1,0,88,High
12909,11731,849,2,0,29,Low
19371,10397,795,1,0,96,High
28621,13953,464,0,0,22,Low
19884,18938,697,6,0,8,Low
20741,12391,361,2,0,13,Low
10377,10275,346,2,0,58,Medium
21227,22761,369,4,0,56,Medium
18728,17629,810,4,0,57,Medium
14566,14750,636,1,0,36,Low
21256,4139,844,3,0,46,Low
14809,19025,344,1,0,53,Medium
15160,8831,333,2,0,86,High
18950,15958,346,3,0,16,Low
25358,19040,336,4,0,90,High
12676,20627,430,2,0,19,Low
26864,10254,751,1,0,61,Medium
27853,20379,766,1,0,9,Low
21382,15643,371,3,0,43,Low
18552,17115,417,1,0,44,Low
26509,9127,610,1,0,65,Medium
17491,7074,537,5,0,40,Low
29160,24572,557,1,0,54,Medium
23343,23325,588,3,0,64,Medium
14570,5372,492,2,0,29,Low
13262,19233,615,1,0,63,Medium
12503,12730,316,1,0,68,Medium
24540,20123,396,2,0,27,Low
26863,7303,390,3,0,63,Medium
26180,14090,613,2,0,36,Low
25644,17435,395,2,0,37,Low
24715,6055,305,4,0,71,Medium
17757,8234,682,2,0,61,Medium
29442,13320,392,4,0,5,Low
23488,8706,438,2,0,4,Low
18695,14508,517,2,0,64,Medium
24589,13940,306,2,0,47,Low
23946,17406,733,1,0,91,High
20659,17880,333,2,0,22,Low
11779,12306,429,3,0,59,Medium
10638,19362,591,2,0,92,High
12330,8970,710,3,0,92,High
10440,10191,562,0,0,63,Medium
28075,2508,422,3,0,44,Low
22397,13989,300,2,0,60,Medium
11835,21800,764,2,0,71,Medium
27402,15053,403,1,0,20,Low
11111,10168,673,3,0,31,Low
15018,4243,787,2,0,53,Medium
21904,5690,331,5,0,37,Low
14617,12741,583,1,1,34,Low
13626,12935,351,2,0,89,High
24404,17795,460,1,0,79,Medium
16536,21518,659,3,0,78,Medium
15954,16778,665,4,0,41,Low
10513,12166,533,1,0,6,Low
25227,18067,733,2,0,5,Low
29510,17667,546,2,0,61,Medium
25085,20446,697,0,0,96,High
24532,10526,420,5,0,14,Low
28369,17640,469,3,0,64,Medium
11174,18013,508,3,0,89,High
27118,13888,497,1,0,54,Medium
20491,8236,402,3,0,32,Low
16641,15222,542,3,0,94,High
15850,11198,377,2,0,49,Low
21204,19497,456,4,0,52,Medium
29187,14355,788,1,0,69,Medium
24348,15116,348,1,0,48,Low
23437,13136,719,5,0,68,Medium
23191,13667,414,2,0,8,Low
25981,23584,705,3,1,42,Low
14247,17908,343,3,0,23,Low
28212,8064,483,0,0,86,High
18867,14782,548,2,0,6,Low
15134,7951,450,6,0,51,Medium
27722,23439,578,1,0,15,Low
19988,21634,485,1,0,39,Low
27883,23451,642,1,0,11,Low
24862,6150,795,0,0,37,Low
28833,9440,472,1,0,65,Medium
12692,10771,652,0,0,58,Medium
26468,9892,558,3,0,56,Medium
13693,10071,495,0,0,93,High
28646,10554,765,1,0,86,High
27599,13603,627,0,0,0,Low
28075,17143,412,2,0,13,Low
23531,17921,815,1,0,11,Low
14434,20214,658,2,0,31,Low
20252,16669,572,1,0,15,Low
22780,16675,320,1,0,56,Medium
14652,21432,426,2,0,90,High
12849,19063,735,3,0,85,High
17918,16589,819,7,0,82,High
25904,5656,337,3,0,30,Low
23422,22630,334,4,0,50,Low
17055,6343,616,2,1,93,High
21708,11222,494,1,1,33,Low
12394,3250,660,1,0,21,Low
25674,24271,442,1,0,52,Medium
13475,11856,525,4,0,91,High
14213,15358,585,2,0,41,Low
20494,6398,802,3,0,66,Medium
14141,16020,416,1,0,11,Low
28932,20569,663,4,0,53,Medium
19089,10632,406,2,0,36,Low
22998,14916,325,0,0,63,Medium
17529,16651,552,2,0,31,Low
13273,9137,312,3,0,49,Low
27408,18950,409,1,0,47,Low
10591,10414,478,2,1,59,Medium
14796,15619,707,3,0,36,Low
15529,14259,645,0,0,81,High
23309,20853,393,4,0,82,High
25438,16088,670,3,0,69,Medium
28408,3743,462,2,0,4,Low
13198,15435,348,0,0,7,Low
26139,15651,650,2,0,28,Low
20366,17210,479,2,0,51,Medium
12761,12135,414,3,0,96,High
19591,7320,422,1,0,80,Medium
26404,7162,487,0,0,85,High
29510,13753,765,3,0,63,Medium
27295,22967,675,3,1,27,Low
14012,14597,478,0,0,29,Low
19510,14321,581,0,0,62,Medium
18872,16040,515,2,0,25,Low
16421,19465,747,2,0,27,Low
22240,12906,311,3,0,60,Medium
18848,18891,553,1,0,54,Medium
13172,20134,671,2,0,33,Low
12853,18400,395,2,0,25,Low
11445,20375,368,4,0,71,Medium
27513,24397,492,2,0,17,Low
28242,14516,778,3,0,65,Medium
27992,12505,315,2,0,62,Medium
21584,7902,561,2,0,64,Medium
29383,16563,721,1,0,83,High
27810,14517,373,3,0,60,Medium
18205,18906,770,3,0,16,Low
14209,13869,756,1,0,24,Low
21493,9741,365,3,0,55,Medium
15574,14611,690,1,0,59,Medium
21941,5974,493,2,0,22,Low
20794,14477,387,1,0,83,High
27149,11708,674,2,0,24,Low
18585,21182,379,2,0,31,Low
29800,21591,630,2,0,1,Low
13605,14979,563,1,0,85,High
23887,5474,816,3,0,92,High
12553,9482,732,1,0,13,Low
11580,14953,639,4,0,38,Low
14581,10559,735,0,0,22,Low
28121,13511,662,1,0,23,Low
22561,23275,789,1,0,51,Medium
28942,12656,715,4,0,13,Low
15188,15209,440,3,0,92,High
26394,16423,726,4,1,70,Medium
17578,10172,377,2,0,54,Medium
26244,11692,692,1,0,73,Medium
14890,13615,317,1,0,86,High
14539,15601,453,2,0,83,High
12467,19392,668,2,0,52,Medium
14024,9462,751,1,0,91,High
23934,15057,839,0,0,31,Low
15531,141,508,2,0,37,Low
19734,14656,755,2,0,88,High
14191,16713,418,0,0,43,Low
25762,15767,573,0,0,36,Low
16670,24889,718,5,0,52,Medium
16486,11739,569,2,0,75,Medium
28007,13249,733,4,1,65,Medium
29757,13911,369,2,0,67,Medium
13183,17561,461,2,0,8,Low
26437,23849,524,4,0,32,Low
12740,20391,300,0,0,96,High
19783,12467,357,2,0,78,Medium
19449,7095,516,2,0,71,Medium
13831,19634,475,1,0,43,Low
23742,16003,700,1,0,0,Low
22547,18707,738,1,0,49,Low
14274,8279,774,1,0,96,High
20470,11454,336,4,1,46,Low
20010,10259,805,1,0,68,Medium
29182,18706,491,0,0,20,Low
24223,4587,703,2,0,5,Low
25967,8083,629,2,0,93,High
14664,16287,483,1,0,86,High
14548,5219,333,3,0,64,Medium
22346,16364,322,3,0,63,Medium
21560,12180,759,0,0,42,Low
11184,1669,587,0,0,13,Low
29862,20391,357,2,0,10,Low
24692,5067,776,0,0,79,Medium
13966,17808,671,2,0,56,Medium
19503,19980,676,3,0,18,Low
19779,16539,722,1,0,88,High
25565,19878,740,3,0,24,Low
13104,7406,768,0,0,27,Low
26362,11152,828,3,0,32,Low
21426,21139,718,2,0,35,Low
22520,22428,813,0,0,0,Low
18302,25664,804,2,0,46,Low
20725,12222,445,3,0,73,Medium
26185,14910,370,0,1,54,Medium
10725,19419,455,1,0,16,Low
18694,13334,729,1,0,45,Low
29431,4293,397,2,0,23,Low
16024,18718,318,0,0,48,Low
12020,14214,327,1,0,61,Medium
26253,17031,589,3,0,8,Low
10658,19136,816,1,0,64,Medium
26059,18525,528,4,0,70,Medium
17602,17140,457,2,0,19,Low
23640,16223,451,1,1,4,Low
13204,18187,656,4,0,91,High
28310,9791,574,2,0,43,Low
21085,13314,831,0,0,41,Low
29614,11301,350,5,0,73,Medium
21815,14100,824,5,0,19,Low
13056,13745,647,3,0,32,Low
29582,6115,723,2,0,60,Medium
16842,11587,830,4,0,4,Low
26773,20225,828,2,1,7,Low
12855,13229,515,2,0,33,Low
29626,15605,507,2,0,31,Low
13017,25503,407,4,1,69,Medium
21760,16888,572,3,0,15,Low
23657,22984,430,2,0,21,Low
12819,16395,681,1,0,71,Medium
11138,12926,569,3,0,95,High
28180,13156,430,3,0,98,High
10380,17056,836,6,0,14,Low
25197,16031,562,3,0,48,Low
28285,21240,402,2,0,85,High
28338,27229,413,4,0,38,Low
16276,19996,461,2,0,28,Low
17940,15936,476,1,0,22,Low
19415,17848,670,0,0,85,High
15365,17833,582,0,0,58,Medium
16626,16334,487,0,0,2,Low
13638,12977,590,2,0,8,Low
12240,12527,744,1,0,27,Low
22806,16803,563,3,0,23,Low
26973,10371,569,2,0,31,Low
17083,14671,590,2,1,45,Low
19841,23283,410,2,0,87,High
12745,8950,769,1,0,70,Medium
19542,12807,491,2,0,20,Low
15897,13321,517,3,0,38,Low
26694,20393,484,2,0,0,Low
21689,17282,717,2,0,24,Low
17621,19342,718,3,0,25,Low
20691,20780,456,2,1,31,Low
24279,27477,397,3,0,58,Medium
27932,5701,838,2,0,77,Medium
27543,30226,632,4,0,92,High
24587,21191,597,4,1,50,Low
24172,26999,319,2,0,71,Medium
19818,13293,407,2,0,79,Medium
20376,16029,814,3,0,88,High
20876,10142,675,1,0,89,High
13515,7329,737,3,0,6,Low
11738,15253,700,1,0,24,Low
18408,13243,827,0,0,16,Low
22230,13969,337,0,0,65,Medium
29349,11088,702,2,0,6,Low
25080,17284,366,3,0,46,Low
19191,16396,591,3,0,92,High
20736,16035,307,2,0,66,Medium
27809,10988,594,2,0,99,High
14680,10666,520,0,0,77,Medium
11877,15567,332,2,0,55,Medium
24452,9769,475,3,0,60,Medium
25990,16733,729,1,0,63,Medium
24830,9444,716,0,0,56,Medium
12543,20760,571,1,1,8,Low
19651,11895,464,2,0,47,Low
24142,22727,520,2,0,72,Medium
24349,18063,763,1,0,33,Low
12379,11030,401,3,0,62,Medium
12279,16885,413,0,0,31,Low
29984,21300,620,4,1,10,Low
27714,11587,599,3,0,83,High
10439,12579,574,1,0,13,Low
13916,16664,561,3,1,85,High
12672,20435,634,1,0,92,High
28467,14441,620,2,0,42,Low
29473,16895,587,1,0,16,Low
11757,21828,694,3,0,29,Low
20806,11838,317,2,1,7,Low
24971,9710,436,4,0,60,Medium
29881,20850,744,2,0,38,Low
18191,18194,429,2,0,62,Medium
19700,7659,840,0,0,90,High
23120,22973,444,1,0,60,Medium
12939,18516,776,2,1,48,Low
22036,17408,668,2,1,42,Low
27301,14416,324,1,0,59,Medium
21743,12366,544,3,0,65,Medium
18356,16524,435,0,0,71,Medium
12208,20473,822,2,0,20,Low
17270,10638,779,2,0,67,Medium
24345,14824,615,4,0,86,High
16846,19407,347,1,0,11,Low
17728,20523,711,2,0,82,High
24491,11773,354,1,0,13,Low
18328,15658,353,2,1,10,Low
15096,12650,577,3,0,70,Medium
29402,15748,732,2,0,70,Medium
18876,16068,622,2,0,18,Low
28842,15931,331,1,0,37,Low
29359,20953,624,3,0,86,High
21924,15527,408,1,0,58,Medium
21595,7082,595,4,0,55,Medium
27414,11258,307,3,0,5,Low
20818,29007,371,1,0,51,Medium
24411,11212,836,4,0,46,Low
27749,17679,561,3,0,0,Low
29391,21994,468,1,0,7,Low
11051,24045,586,0,0,13,Low
22275,15914,398,5,0,74,Medium
18761,19545,735,5,0,47,Low
10772,14793,677,3,1,32,Low
16749,11389,658,1,0,13,Low
27590,14969,632,1,0,82,High
18671,11842,321,1,0,47,Low
10827,22237,790,3,0,40,Low
27363,24124,410,3,1,4,Low
16008,16166,704,0,0,96,High
11896,10753,302,1,0,48,Low
14601,10026,757,1,0,54,Medium
28566,21466,664,2,0,62,Medium
13801,11256,496,2,1,75,Medium
17902,7073,793,3,0,83,High
19835,19991,817,0,0,74,Medium
21789,17692,610,1,0,62,Medium
16894,9576,584,1,0,97,High
14450,14720,375,3,0,30,Low
28722,19535,812,3,1,8,Low
12238,18377,365,2,0,87,High
28962,13629,819,2,0,79,Medium
20554,10962,598,4,0,26,Low
18017,11662,489,4,0,77,Medium
21583,16535,796,6,0,9,Low
16655,19373,376,3,0,36,Low
24549,17508,418,5,0,61,Medium
15387,9470,660,0,0,95,High
19105,18140,719,2,0,30,Low
22695,7668,442,0,0,80,Medium
10230,22923,487,2,0,67,Medium
21395,23665,799,3,0,99,High
22796,14439,458,3,0,83,High
25875,11838,775,3,0,54,Medium
27172,17677,831,4,0,76,Medium
23501,12352,700,4,0,86,High
22286,9996,536,1,0,7,Low
15439,6543,311,1,0,93,High
27050,21810,420,1,0,75,Medium
10122,19405,429,2,0,79,Medium
14543,12230,477,2,0,29,Low
13619,17470,518,4,0,13,Low
24938,12915,691,5,0,28,Low
25835,13785,391,1,0,42,Low
10061,12844,462,0,0,10,Low
12478,19161,782,3,0,56,Medium
16369,13102,783,6,0,71,Medium
18063,11240,845,0,0,79,Medium
26601,10350,665,3,0,93,High
13500,8396,660,2,0,40,Low
26462,16420,549,0,0,55,Medium
10535,8046,811,2,0,29,Low
19926,21273,617,2,0,43,Low
11519,16866,613,1,0,61,Medium
25427,1046,401,2,0,1,Low
23795,12357,616,1,0,83,High
24631,9878,384,2,0,75,Medium
10191,3788,786,0,0,95,High
13754,19356,705,3,0,14,Low
15309,17804,583,5,0,45,Low
18185,20211,804,1,0,67,Medium
14045,16073,376,1,0,75,Medium
20682,20796,658,4,1,92,High
29503,17655,828,1,0,86,High
22589,20240,331,1,0,65,Medium
23075,18629,751,3,0,58,Medium
24313,19316,534,1,0,7,Low
16197,18455,605,4,1,79,Medium
19433,12594,457,0,0,68,Medium
24471,6212,415,2,0,89,High
26869,18152,756,0,0,21,Low
16163,13050,613,2,0,20,Low
20191,9160,458,1,0,74,Medium
15184,14614,447,1,0,60,Medium
11442,14066,793,1,0,58,Medium
17815,17852,393,1,0,40,Low
29079,19407,374,1,0,10,Low
28369,16911,769,1,0,88,High
14111,13309,317,0,0,24,Low
28890,4478,629,0,0,19,Low
12032,12595,836,0,0,24,Low
22607,15161,737,1,0,71,Medium
17117,24080,716,5,0,43,Low
20660,8230,586,0,1,67,Medium
11147,4638,762,3,0,77,Medium
28976,17835,760,4,0,81,High
16663,15203,777,1,0,52,Medium
22266,10774,305,3,0,36,Low
13875,18682,689,1,0,8,Low
25029,8814,734,4,0,21,Low
16502,26811,730,3,0,36,Low
28132,19856,723,1,0,30,Low
15968,19596,500,1,0,16,Low
29574,16212,465,3,0,92,High
18628,16721,578,2,0,30,Low
23073,13014,368,2,1,88,High
11512,17082,374,2,0,96,High
22394,16674,488,2,0,31,Low
19955,21661,302,3,0,55,Medium
13107,14715,460,1,0,39,Low
26886,16269,420,3,0,38,Low
23339,9271,576,1,0,98,High
26707,19681,638,1,1,67,Medium
25490,15610,747,3,0,11,Low
28336,17101,518,3,0,36,Low
14664,18530,661,3,0,12,Low
28754,17296,375,2,1,98,High
28887,12565,568,1,0,8,Low
28966,20917,468,0,0,81,High
26801,17135,747,1,0,7,Low
23048,14599,758,2,0,1,Low
24627,18514,592,3,0,66,Medium
10536,17506,538,1,0,62,Medium
20317,12931,375,4,0,73,Medium
11014,20352,758,2,1,55,Medium
14336,20341,352,1,0,24,Low
26666,3310,394,3,0,94,High
17688,9306,773,3,0,7,Low
17282,7990,544,6,0,45,Low
12094,7467,536,2,0,48,Low
16993,20572,673,3,0,70,Medium
22976,10684,635,1,0,9,Low
19869,19779,435,0,0,49,Low
23077,17161,523,2,0,35,Low
18890,16359,456,1,0,67,Medium
19668,12227,553,2,0,87,High
24365,10974,556,1,1,49,Low
29456,11026,364,4,0,5,Low
14294,18018,421,1,0,42,Low
24598,16572,649,2,0,33,Low
16508,445,552,3,0,92,High
20244,21769,656,4,0,91,High
18027,13698,708,1,0,22,Low
16166,15607,617,3,0,34,Low
15767,18842,661,2,0,91,High
10168,9121,595,2,0,8,Low
10943,7547,536,4,0,51,Medium
16981,10639,303,3,0,39,Low
12506,20974,646,1,0,63,Medium
13404,15073,692,4,0,83,High
25553,20478,392,1,1,67,Medium
14016,2669,341,1,0,72,Medium
11409,14032,799,6,0,22,Low
18914,9021,586,3,0,85,High
28336,20170,525,3,0,0,Low
14470,12809,596,3,0,54,Medium
19496,9639,767,4,0,74,Medium
21119,13296,840,1,0,68,Medium
15093,6420,503,3,0,45,Low
22903,15133,593,1,0,83,High
24161,9092,455,0,0,60,Medium
15660,9312,529,1,0,28,Low
20788,14867,440,2,0,62,Medium
26620,4153,449,3,0,90,High
18558,13124,425,3,0,51,Medium
20988,12118,771,2,0,91,High
12646,21598,639,3,0,63,Medium
27410,18414,555,3,0,53,Medium
25534,10929,631,3,1,26,Low
12833,10618,656,2,0,87,High
20552,16934,464,3,0,49,Low
16728,14911,799,1,0,19,Low
21823,21654,566,2,0,51,Medium
12067,16065,552,0,0,63,Medium
27367,16106,576,3,0,85,High
12256,18383,807,1,0,72,Medium
21147,22941,512,1,0,59,Medium
28373,15575,402,3,0,33,Low
17773,18906,551,2,0,40,Low
12117,14775,774,0,0,53,Medium
20285,11262,564,0,1,96,High
15766,18366,595,4,0,83,High
23337,11804,606,4,0,89,High
25554,9056,539,4,0,67,Medium
23112,12900,637,2,0,8,Low
16936,17878,705,5,0,85,High
12242,14654,840,2,1,41,Low
26963,21549,451,3,0,50,Low
20156,19686,806,2,0,40,Low
20357,26832,714,0,0,52,Medium
20037,14424,482,0,0,94,High
15318,18117,625,3,0,99,High
17210,22670,554,2,0,39,Low
21734,7573,527,1,0,90,High
23995,22187,706,1,1,12,Low
12569,7096,652,3,1,48,Low
29346,22264,763,1,0,68,Medium
18224,16911,463,4,0,30,Low
16461,14336,451,1,0,61,Medium
11140,9784,662,2,0,0,Low
25437,8496,482,3,0,79,Medium
22166,13367,687,3,0,3,Low
21109,12638,312,2,0,84,High
14469,11398,391,0,0,56,Medium
23002,12791,306,1,0,66,Medium
10592,19026,504,4,0,39,Low
12210,23147,658,2,0,98,High
15413,13008,712,3,0,12,Low
15305,15388,849,2,0,20,Low
18367,9649,391,1,0,9,Low
24182,13350,579,2,0,75,Medium
13930,11692,620,3,0,2,Low
20938,18939,540,3,0,81,High
17218,10498,804,2,0,58,Medium
20176,17149,735,1,0,31,Low
27217,10362,694,2,0,21,Low
19332,24002,832,4,0,59,Medium
28288,18871,839,1,0,32,Low
10334,15476,440,4,0,9,Low
24330,20264,448,0,0,9,Low
24656,19322,357,1,0,86,High
25301,18131,434,3,0,57,Medium
25005,9613,794,3,0,71,Medium
22715,20823,650,4,0,5,Low
24935,20644,479,1,0,42,Low
25281,12756,514,6,0,15,Low
21378,18149,358,0,0,3,Low
14343,4707,600,1,0,35,Low
21540,6126,716,2,0,47,Low
22378,14804,782,2,0,7,Low
25608,19987,846,4,0,72,Medium
10046,17059,629,2,0,86,High
10588,14912,551,3,0,14,Low
11127,15867,803,1,0,14,Low
25264,15714,632,2,0,2,Low
11657,11513,794,5,0,69,Medium
10484,18746,722,2,1,62,Medium
16967,18148,407,0,0,71,Medium
27702,24116,647,3,1,46,Low
25849,18518,327,1,0,98,High
28898,26647,575,3,1,51,Medium
20997,12691,577,2,0,35,Low
29533,20985,429,2,0,83,High
25879,24098,507,6,0,86,High
17043,8455,628,5,0,3,Low
18942,9247,558,2,0,73,Medium
16276,16107,387,4,1,65,Medium
29307,17845,488,2,1,28,Low
16405,25048,545,1,0,38,Low
17655,12491,303,1,0,92,High
13688,4633,794,1,0,28,Low
18825,16394,748,2,0,77,Medium
27897,15290,336,2,0,73,Medium
24762,17328,639,4,0,37,Low
11380,10640,585,3,0,2,Low
22725,6068,539,3,0,96,High
12512,23974,525,2,0,64,Medium
14820,18265,624,1,0,79,Medium
21766,24010,508,0,0,28,Low
24408,8796,383,1,0,51,Medium
16258,15787,383,2,0,74,Medium
23414,19134,566,4,0,72,Medium
10819,20222,323,3,0,25,Low
10258,22196,325,0,0,31,Low
21845,10354,481,2,0,76,Medium
18339,14680,787,3,0,86,High
29662,18744,698,1,0,93,High
17927,15975,711,0,0,76,Medium
20821,4365,340,2,0,48,Low
24750,18189,361,2,0,42,Low
10911,17248,726,3,0,54,Medium
29484,12645,596,0,0,12,Low
18469,16003,759,1,0,3,Low
23991,4655,737,0,0,4,Low
23191,23547,443,3,0,85,High
24400,15315,448,1,1,66,Medium
24493,11325,701,1,0,35,Low
11977,23855,574,3,0,5,Low
19473,6874,521,0,0,5,Low
29991,12383,417,0,0,54,Medium
23744,21374,758,1,0,74,Medium
15572,10204,391,0,1,36,Low
27163,11896,606,3,0,48,Low
12308,15430,465,2,1,36,Low
24049,18066,717,2,0,29,Low
28957,15055,630,3,0,61,Medium
22491,16492,323,1,0,11,Low
17934,15547,480,2,0,16,Low
22058,14811,467,2,0,5,Low
13248,14425,512,0,0,96,High
18163,14406,748,2,0,32,Low
23762,13902,809,2,0,10,Low
29811,5129,664,1,0,9,Low
25425,24297,413,1,1,79,Medium
29048,8959,427,2,0,23,Low
13893,12146,703,3,0,37,Low
21932,21018,754,4,0,45,Low
12028,24489,714,1,0,7,Low
15976,20519,496,6,0,10,Low
20480,18070,811,1,1,70,Medium
26890,16657,774,1,0,51,Medium
12051,13414,789,0,0,78,Medium
24774,18183,597,0,0,59,Medium
15163,20528,314,0,0,98,High
27344,20158,382,1,0,22,Low
12946,20554,648,5,0,49,Low
10061,12445,455,1,0,11,Low
24309,15163,505,1,0,11,Low
18541,5741,733,4,0,71,Medium
10004,21643,797,2,0,64,Medium
28475,14615,377,2,0,34,Low
16538,6143,570,1,0,18,Low
15620,16275,830,0,0,85,High
