claim_id,customer_id,incident_date,claim_amount,claim_status,claim_type
61575,13762,2019-04-27 10:54:31,11601,Rejected,Theft
61576,24987,2018-11-06 17:41:13,5640,Under Review,Other
61577,15719,2018-02-28 06:31:44,7445,Approved,Accident
61578,25557,2021-09-08 16:02:58,5107,Rejected,Accident
61579,19807,2021-12-28 11:09:52,10799,Rejected,Theft
61580,26462,2023-03-17 13:57:52,5022,Approved,Theft
61581,22274,2019-04-20 11:26:56,6747,Under Review,Theft
61582,22717,2018-01-07 00:33:07,11797,Rejected,Accident
61583,25924,2020-12-19 21:47:19,2402,Rejected,Natural Disaster
61584,18186,2022-07-12 12:48:56,7573,Approved,Natural Disaster
61585,14272,2020-09-11 15:30:45,5197,Under Review,Accident
61586,20608,2017-01-27 22:43:06,6923,Rejected,Natural Disaster
61587,25737,2017-05-07 00:39:04,9720,Rejected,Natural Disaster
61588,18605,2019-10-12 11:36:09,12801,Approved,Other
61589,29343,2019-10-11 14:10:40,3612,Rejected,Accident
61590,22726,2018-07-04 16:29:50,11014,Rejected,Theft
61591,13614,2018-04-15 07:46:22,5374,Approved,Other
61592,14862,2020-12-08 15:13:00,6930,Rejected,Accident
61593,13726,2022-08-28 21:29:48,10461,Rejected,Accident
61594,23351,2017-06-07 15:21:22,6131,Under Review,Accident
61595,29840,2022-11-18 20:37:35,9427,Rejected,Other
61596,25284,2024-10-28 18:30:09,7520,Under Review,Other
61597,18238,2021-01-13 15:01:55,9302,Approved,Theft
61598,29678,2018-05-20 09:35:53,3348,Under Review,Accident
61599,10841,2021-02-11 00:50:29,5367,Approved,Other
61600,29182,2018-05-24 19:33:59,5211,Under Review,Theft
61601,29305,2018-09-11 01:40:07,12135,Approved,Other
61602,24761,2018-01-04 01:40:25,8632,Under Review,Theft
61603,19576,2017-04-21 04:03:28,6412,Under Review,Theft
61604,15265,2021-03-12 20:03:34,13534,Under Review,Accident
61605,29965,2020-03-11 02:13:35,4713,Approved,Other
61606,22182,2017-06-05 00:34:55,8868,Approved,Other
61607,23494,2021-12-31 12:18:28,13368,Approved,Other
61608,23354,2023-01-08 03:20:17,9450,Rejected,Accident
61609,22462,2017-11-20 09:44:40,7658,Under Review,Theft
61610,12256,2022-03-02 12:42:53,11537,Under Review,Other
61611,21949,2021-01-11 23:10:50,9752,Rejected,Natural Disaster
61612,22843,2017-05-07 01:53:54,8974,Rejected,Accident
61613,10833,2017-09-16 01:40:19,10145,Approved,Other
61614,15350,2019-11-23 22:02:09,3614,Approved,Natural Disaster
61615,23739,2020-03-06 11:50:44,8539,Approved,Accident
61616,18977,2020-09-11 05:30:05,15791,Under Review,Natural Disaster
61617,12639,2019-11-15 14:44:55,3252,Approved,Natural Disaster
61618,16717,2024-01-23 00:58:52,5095,Rejected,Theft
61619,23213,2020-10-28 09:11:22,2522,Approved,Other
61620,22515,2019-06-09 16:41:40,5198,Under Review,Natural Disaster
61621,12312,2018-06-29 18:08:40,2980,Under Review,Theft
61622,15034,2021-05-14 02:22:07,4091,Approved,Other
61623,22241,2020-09-13 07:21:00,13774,Rejected,Other
61624,27205,2023-02-08 05:19:00,-1001,Rejected,Accident
61625,24181,2017-11-13 07:24:58,4304,Approved,Theft
61626,15975,2020-01-24 23:35:06,6383,Under Review,Natural Disaster
61627,20613,2023-06-30 03:16:13,5699,Rejected,Accident
61628,28857,2022-10-11 10:10:53,10693,Approved,Accident
61629,22134,2024-02-27 13:40:05,4672,Under Review,Theft
61630,14467,2019-04-10 06:57:48,8885,Under Review,Natural Disaster
61631,11676,2017-04-16 01:16:25,6745,Rejected,Natural Disaster
61632,22579,2019-05-07 03:36:23,5402,Under Review,Other
61633,10336,2021-01-19 00:51:52,4100,Approved,Theft
61634,19116,2021-02-14 09:35:05,5933,Under Review,Natural Disaster
61635,12073,2018-03-16 18:31:46,3424,Rejected,Theft
61636,26034,2017-10-14 20:09:38,2847,Approved,Other
61637,11194,2020-07-03 12:01:50,7782,Approved,Accident
61638,14693,2022-06-16 08:23:26,1955,Under Review,Natural Disaster
61639,12955,2024-04-06 12:00:59,8586,Approved,Other
61640,12471,2024-08-22 07:12:12,3171,Rejected,Natural Disaster
61641,16725,2021-11-15 20:16:51,3686,Under Review,Other
61642,24022,2022-02-15 15:09:27,4922,Rejected,Natural Disaster
61643,10782,2024-02-15 11:58:22,4544,Approved,Other
61644,29689,2017-10-01 15:47:24,9849,Approved,Other
61645,17402,2022-06-07 21:53:22,8153,Approved,Natural Disaster
61646,24137,2020-12-10 07:41:45,8304,Under Review,Accident
61647,20632,2022-01-05 18:46:11,11011,Under Review,Accident
61648,15519,2023-02-03 22:11:41,4727,Approved,Theft
61649,27221,2018-07-27 20:58:47,8054,Under Review,Natural Disaster
61650,16195,2019-07-04 08:25:35,5734,Approved,Theft
61651,25363,2017-08-04 18:35:07,6723,Approved,Accident
61652,28936,2018-02-21 18:06:38,11905,Approved,Natural Disaster
61653,11398,2019-11-10 00:36:46,4948,Approved,Theft
61654,25756,2024-11-16 20:08:32,9502,Rejected,Natural Disaster
61655,24485,2018-02-25 19:49:08,4407,Under Review,Natural Disaster
61656,25510,2023-09-28 21:25:51,8258,Approved,Other
61657,11811,2022-12-21 11:13:33,10389,Approved,Natural Disaster
61658,22724,2023-12-03 02:09:41,5015,Under Review,Natural Disaster
61659,14752,2017-07-03 07:30:09,5887,Under Review,Accident
61660,14813,2023-08-01 05:10:17,5927,Rejected,Natural Disaster
61661,20024,2019-12-25 14:18:31,4621,Rejected,Theft
61662,17308,2020-04-30 10:08:33,9699,Under Review,Natural Disaster
61663,13596,2022-03-16 18:14:37,7709,Rejected,Theft
61664,15579,2022-01-20 10:14:25,9277,Approved,Theft
61665,28716,2024-12-08 23:56:30,6592,Under Review,Theft
61666,28157,2022-01-31 00:38:38,6971,Rejected,Theft
61667,26427,2020-11-25 01:19:00,8506,Approved,Natural Disaster
61668,16128,2024-12-18 19:03:12,601,Approved,Accident
61669,10586,2024-09-21 03:34:43,9408,Rejected,Other
61670,13377,2023-12-15 03:38:34,8955,Under Review,Theft
61671,16462,2024-09-19 10:42:18,-1129,Under Review,Other
61672,15145,2019-06-21 20:49:05,10157,Approved,Other
61673,21799,2017-11-01 21:17:04,11136,Under Review,Theft
61674,18790,2023-02-05 07:08:59,8848,Approved,Theft
61675,21492,2018-04-26 02:20:02,10762,Under Review,Natural Disaster
61676,23737,2024-06-27 01:16:12,8824,Under Review,Natural Disaster
61677,21286,2018-11-19 03:31:57,3731,Rejected,Natural Disaster
61678,24669,2023-05-03 06:08:08,7104,Rejected,Other
61679,11379,2019-03-17 19:17:46,6825,Rejected,Accident
61680,10073,2020-10-26 04:37:16,8017,Under Review,Theft
61681,12353,2018-11-03 22:07:20,10534,Approved,Accident
61682,14011,2022-07-05 23:31:16,3312,Under Review,Accident
61683,17267,2020-04-30 16:44:59,4375,Under Review,Natural Disaster
61684,26498,2024-09-19 18:18:09,9803,Under Review,Natural Disaster
61685,27351,2019-10-28 05:13:07,5449,Under Review,Accident
61686,12550,2023-09-16 19:41:47,6429,Under Review,Accident
61687,24635,2017-06-28 12:59:59,5479,Rejected,Other
61688,29627,2019-11-16 03:59:51,5364,Under Review,Accident
61689,24174,2023-02-20 11:04:48,-207,Under Review,Theft
61690,24512,2021-01-17 17:13:19,11553,Rejected,Natural Disaster
61691,16877,2017-11-23 07:38:08,11138,Rejected,Theft
61692,23535,2023-06-17 07:17:47,4403,Approved,Theft
61693,29954,2024-03-15 18:39:21,1848,Approved,Accident
61694,21835,2023-10-14 05:44:27,6013,Rejected,Other
61695,10688,2018-01-14 10:14:51,8354,Approved,Theft
61696,12108,2023-12-31 22:59:35,7271,Under Review,Accident
61697,22876,2020-02-08 11:56:10,10172,Rejected,Other
61698,11265,2020-10-19 08:21:28,5466,Rejected,Natural Disaster
61699,17604,2024-11-04 17:03:43,5388,Under Review,Accident
61700,20916,2018-01-31 01:50:01,11276,Approved,Natural Disaster
61701,20243,2023-02-25 18:42:44,2628,Rejected,Natural Disaster
61702,25104,2022-11-17 23:08:55,5307,Rejected,Theft
61703,28821,2022-06-08 16:55:53,9727,Rejected,Natural Disaster
61704,25448,2020-03-13 06:39:07,10702,Rejected,Theft
61705,24909,2020-05-07 12:09:02,2870,Rejected,Accident
61706,29970,2023-01-23 09:15:03,6647,Approved,Accident
61707,29584,2021-08-06 21:02:08,4709,Under Review,Accident
61708,15045,2023-08-23 16:42:48,12187,Under Review,Theft
61709,22137,2022-06-16 18:44:21,7356,Approved,Accident
61710,17725,2023-01-27 11:41:08,-40,Rejected,Other
61711,17827,2020-12-22 00:56:21,4977,Approved,Theft
61712,27838,2021-09-27 07:09:25,10155,Rejected,Accident
61713,19816,2022-07-27 23:50:10,5822,Rejected,Other
61714,14737,2019-11-11 08:36:29,7334,Rejected,Accident
61715,28039,2017-07-01 19:32:52,6345,Approved,Theft
61716,23842,2019-06-01 10:53:42,8027,Approved,Theft
61717,10801,2018-06-13 07:41:59,7332,Approved,Accident
61718,28146,2018-05-24 14:10:38,10203,Rejected,Natural Disaster
61719,13092,2018-03-15 22:50:38,6837,Under Review,Theft
61720,25062,2020-06-29 22:12:00,8407,Rejected,Natural Disaster
61721,24165,2019-06-13 19:35:07,9762,Rejected,Other
61722,13719,2020-03-26 01:22:32,6270,Under Review,Theft
61723,26816,2020-08-01 15:24:38,5871,Rejected,Accident
61724,10457,2022-01-22 11:38:44,5460,Approved,Theft
61725,24498,2023-04-14 13:41:03,11415,Under Review,Accident
61726,16090,2022-08-12 21:25:42,9502,Under Review,Natural Disaster
61727,10046,2022-12-29 13:40:20,4959,Rejected,Accident
61728,20058,2021-05-06 01:32:32,8706,Rejected,Natural Disaster
61729,10165,2023-04-11 20:44:01,11320,Under Review,Natural Disaster
61730,22452,2020-12-14 21:34:26,8491,Under Review,Accident
61731,18370,2019-11-11 05:37:27,-709,Approved,Accident
61732,22568,2017-09-29 18:31:30,7747,Under Review,Natural Disaster
61733,14697,2024-09-06 03:54:38,9070,Under Review,Natural Disaster
61734,24177,2017-05-25 04:25:53,4945,Rejected,Accident
61735,10031,2020-04-26 23:54:05,3797,Rejected,Natural Disaster
61736,20027,2018-12-05 17:52:10,6269,Under Review,Theft
61737,26192,2018-07-04 09:19:49,8605,Approved,Theft
61738,29833,2020-02-21 13:26:39,6516,Under Review,Other
61739,14226,2020-10-26 22:55:15,5856,Under Review,Natural Disaster
61740,21072,2022-03-08 04:51:31,6167,Under Review,Other
61741,19568,2018-06-18 04:12:13,8686,Approved,Natural Disaster
61742,23335,2021-05-04 18:20:38,13169,Rejected,Natural Disaster
61743,13828,2017-05-25 17:36:51,8748,Under Review,Other
61744,29568,2024-02-07 03:42:02,10265,Approved,Other
61745,24376,2023-12-18 16:55:40,8586,Under Review,Accident
61746,19480,2017-04-02 13:16:56,4243,Rejected,Other
61747,21708,2018-07-29 12:43:10,2311,Rejected,Natural Disaster
61748,16552,2020-01-29 23:27:45,6878,Under Review,Theft
61749,20771,2020-05-26 10:01:24,6795,Rejected,Accident
61750,25428,2017-04-14 11:05:57,4154,Rejected,Other
61751,20368,2020-02-25 07:39:06,7166,Rejected,Theft
61752,23066,2020-05-01 03:58:46,7309,Under Review,Accident
61753,26222,2024-09-06 15:24:10,4241,Under Review,Natural Disaster
61754,28967,2017-06-25 21:00:15,6475,Under Review,Other
61755,27016,2022-12-06 12:06:41,11379,Approved,Other
61756,12774,2019-03-16 15:41:38,11254,Approved,Other
61757,10330,2023-04-02 09:22:02,8672,Approved,Other
61758,26295,2022-05-09 05:52:05,6843,Approved,Other
61759,15771,2022-08-30 17:03:57,7519,Approved,Accident
61760,15281,2017-02-24 15:33:09,10920,Approved,Theft
61761,23604,2017-11-28 12:26:53,8376,Approved,Theft
61762,25169,2022-11-11 13:37:41,9029,Rejected,Accident
61763,15949,2021-06-24 21:46:23,2133,Under Review,Accident
61764,10384,2020-04-03 02:56:19,12434,Rejected,Other
61765,18660,2023-01-27 19:36:12,10415,Rejected,Theft
61766,25422,2023-04-11 17:08:32,7143,Approved,Accident
61767,14772,2017-08-07 18:36:50,10493,Under Review,Theft
61768,16032,2023-09-07 17:43:12,5232,Under Review,Accident
61769,21560,2017-07-19 23:35:45,8935,Rejected,Natural Disaster
61770,12518,2021-01-18 00:49:46,7583,Approved,Natural Disaster
61771,10732,2024-01-14 03:10:29,2920,Approved,Accident
61772,29744,2017-08-09 08:57:11,4329,Under Review,Accident
61773,18272,2024-09-16 11:57:06,8437,Approved,Theft
61774,11582,2020-07-23 07:29:00,6598,Under Review,Other
61775,11562,2017-04-26 00:37:45,4516,Under Review,Theft
61776,10881,2022-02-14 03:12:54,6242,Under Review,Theft
61777,26246,2022-04-14 22:03:14,6200,Rejected,Theft
61778,24998,2021-05-30 04:11:40,5462,Under Review,Accident
61779,25645,2017-07-31 19:53:44,4283,Rejected,Accident
61780,23480,2020-07-19 08:36:03,11198,Approved,Accident
61781,20268,2017-03-07 08:55:18,7735,Rejected,Accident
61782,22478,2017-04-21 02:20:55,4228,Approved,Theft
61783,15264,2019-10-06 12:43:50,11235,Under Review,Other
61784,15278,2022-03-31 11:17:09,3359,Approved,Natural Disaster
61785,14023,2024-03-28 23:52:09,6540,Rejected,Natural Disaster
61786,11145,2018-07-26 00:45:54,8454,Approved,Theft
61787,20397,2024-09-22 04:18:38,7742,Rejected,Other
61788,23596,2018-02-27 08:10:32,8342,Under Review,Theft
61789,24484,2019-11-22 23:00:02,10060,Rejected,Natural Disaster
61790,15529,2024-03-25 20:47:59,6650,Rejected,Accident
61791,12066,2018-11-05 11:24:22,12488,Approved,Accident
61792,11568,2023-09-01 13:21:33,5776,Under Review,Other
61793,29091,2022-03-08 10:21:02,6397,Rejected,Natural Disaster
61794,18583,2020-10-07 03:04:40,2466,Rejected,Natural Disaster
61795,14037,2019-07-11 19:58:48,10833,Rejected,Other
61796,21717,2019-02-12 02:16:40,836,Approved,Theft
61797,10618,2022-04-02 23:24:47,9938,Approved,Other
61798,13493,2023-10-09 14:40:38,6979,Under Review,Other
61799,16696,2020-12-01 20:28:55,4886,Approved,Other
61800,16497,2017-08-29 13:07:33,10279,Under Review,Natural Disaster
61801,29239,2022-04-25 01:21:38,9545,Under Review,Accident
61802,20707,2020-01-12 21:34:40,4305,Rejected,Theft
61803,21518,2018-03-29 15:28:45,2747,Rejected,Natural Disaster
61804,10527,2018-01-14 07:39:44,7645,Under Review,Theft
61805,21392,2018-05-28 18:59:52,7840,Under Review,Other
61806,14367,2018-06-17 11:58:23,8479,Approved,Theft
61807,28740,2024-03-04 02:50:42,9543,Rejected,Theft
61808,21372,2024-10-12 02:16:42,10431,Rejected,Theft
61809,25811,2024-10-03 20:41:38,3261,Approved,Theft
61810,13234,2022-08-18 21:47:38,14930,Rejected,Other
61811,10683,2021-06-09 21:59:49,7204,Under Review,Other
61812,14002,2020-10-20 11:43:45,6960,Under Review,Natural Disaster
61813,29795,2023-06-27 11:35:03,8623,Rejected,Other
61814,27036,2022-06-07 13:49:33,5305,Approved,Natural Disaster
61815,28135,2021-12-16 11:41:28,8383,Rejected,Natural Disaster
61816,17100,2019-06-21 22:19:14,10545,Under Review,Natural Disaster
61817,10616,2024-07-26 08:28:23,6227,Rejected,Accident
61818,15985,2021-01-31 00:57:12,4283,Under Review,Theft
61819,15150,2019-09-17 06:48:31,14103,Rejected,Accident
61820,20773,2020-03-09 23:36:00,9623,Approved,Accident
61821,19252,2018-10-07 12:03:29,3996,Approved,Other
61822,13236,2019-02-21 22:15:24,9367,Rejected,Theft
61823,26710,2024-06-30 09:39:54,3404,Approved,Other
61824,13419,2024-06-11 06:12:06,6333,Rejected,Natural Disaster
61825,22743,2023-11-14 06:14:17,10520,Under Review,Natural Disaster
61826,20301,2019-05-17 06:18:53,8941,Rejected,Accident
61827,26499,2021-08-06 07:02:54,6593,Rejected,Natural Disaster
61828,21283,2021-03-14 13:47:23,5919,Under Review,Other
61829,14857,2019-08-05 17:12:41,5128,Under Review,Theft
61830,19050,2024-11-25 00:15:55,5505,Approved,Natural Disaster
61831,28081,2021-11-04 02:57:34,6257,Rejected,Theft
61832,11986,2023-09-05 18:24:12,7297,Under Review,Other
61833,24178,2022-10-20 21:46:42,6487,Under Review,Other
61834,20082,2024-05-29 13:53:08,5705,Approved,Other
61835,12754,2020-02-23 01:23:53,4327,Approved,Theft
61836,16215,2024-01-31 20:59:52,3760,Approved,Theft
61837,19749,2022-03-01 20:53:37,7824,Approved,Other
61838,19222,2020-02-15 18:21:43,5360,Rejected,Natural Disaster
61839,10359,2021-10-27 18:23:46,5635,Under Review,Other
61840,23333,2021-05-23 20:17:35,5643,Under Review,Natural Disaster
61841,15598,2019-11-13 23:26:40,5086,Rejected,Other
61842,23295,2023-12-19 16:27:14,9608,Under Review,Accident
61843,16329,2019-02-20 02:49:37,12254,Approved,Other
61844,11099,2019-11-30 05:57:07,6037,Rejected,Accident
61845,17780,2020-08-21 02:22:01,7794,Rejected,Accident
61846,18800,2020-02-09 04:37:43,11917,Rejected,Natural Disaster
61847,16598,2021-07-07 13:27:02,9068,Under Review,Other
61848,13964,2023-07-08 21:21:37,5919,Approved,Other
61849,13988,2017-08-03 00:36:48,8746,Rejected,Other
61850,11616,2022-06-21 03:11:54,5623,Under Review,Accident
61851,24979,2018-09-03 03:19:26,4863,Approved,Accident
61852,29237,2021-08-10 06:40:43,3152,Approved,Theft
61853,28860,2020-12-09 04:02:53,2766,Under Review,Other
61854,22918,2018-01-23 01:02:16,10131,Rejected,Accident
61855,29354,2019-02-09 07:40:43,816,Under Review,Other
61856,20885,2024-12-15 14:13:01,8584,Rejected,Natural Disaster
61857,11169,2022-10-20 12:39:42,7302,Approved,Accident
61858,18541,2024-09-06 23:00:05,7691,Under Review,Accident
61859,15310,2019-07-07 15:22:39,10079,Under Review,Natural Disaster
61860,22016,2024-12-16 08:47:39,9408,Under Review,Natural Disaster
61861,16582,2018-02-23 15:28:31,1833,Rejected,Other
61862,25210,2018-08-29 05:45:08,5282,Approved,Theft
61863,19753,2022-09-29 10:47:14,9362,Approved,Theft
61864,15811,2017-08-02 08:47:41,3493,Under Review,Theft
61865,29087,2019-02-27 13:51:05,10423,Approved,Accident
61866,29509,2017-12-14 22:18:54,11719,Approved,Other
61867,26025,2023-01-03 04:41:08,12906,Under Review,Other
61868,22181,2018-02-06 06:08:05,9887,Approved,Natural Disaster
61869,28142,2018-11-26 01:06:54,9811,Rejected,Theft
61870,22083,2021-01-28 08:04:26,5681,Rejected,Theft
61871,12000,2019-07-16 08:58:51,3124,Rejected,Natural Disaster
61872,28900,2020-04-17 22:34:12,7111,Under Review,Theft
61873,22545,2017-10-19 02:48:10,5954,Approved,Theft
61874,23298,2024-12-06 12:42:54,7221,Under Review,Theft
61875,22048,2017-12-13 10:18:50,8204,Rejected,Natural Disaster
61876,12421,2018-09-25 00:25:24,4971,Approved,Natural Disaster
61877,25958,2021-11-21 21:00:53,4785,Under Review,Accident
61878,18462,2018-09-14 10:51:34,11135,Approved,Accident
61879,11873,2019-08-14 13:24:03,3375,Approved,Natural Disaster
61880,16475,2018-04-25 21:38:47,7415,Under Review,Accident
61881,10027,2017-05-12 23:38:06,2748,Under Review,Theft
61882,21152,2022-03-18 08:03:35,6957,Approved,Accident
61883,16757,2024-05-16 14:58:12,3248,Approved,Accident
61884,20224,2017-02-07 06:13:56,6697,Rejected,Accident
61885,20067,2023-03-25 07:44:43,10359,Under Review,Other
61886,16600,2022-03-17 06:30:52,6645,Under Review,Other
61887,24869,2024-07-12 10:24:22,10836,Under Review,Natural Disaster
61888,27718,2023-07-27 11:01:29,10180,Approved,Natural Disaster
61889,22123,2017-05-25 19:36:01,5062,Approved,Other
61890,14692,2023-11-04 11:41:57,7776,Approved,Accident
61891,24870,2019-05-08 15:43:07,7235,Approved,Theft
61892,16151,2020-08-20 06:04:24,9224,Under Review,Accident
61893,28381,2023-10-13 16:14:32,7616,Rejected,Accident
61894,18303,2020-06-18 16:07:37,7231,Rejected,Theft
61895,23325,2022-06-07 12:19:34,5816,Under Review,Theft
61896,28511,2019-07-28 10:22:31,6935,Approved,Other
61897,25700,2024-06-25 21:39:25,6599,Approved,Accident
61898,14864,2020-06-08 22:31:22,8586,Under Review,Theft
61899,10512,2022-07-18 18:41:23,6617,Rejected,Natural Disaster
61900,20194,2019-07-15 02:57:55,8505,Approved,Theft
61901,20303,2020-07-05 19:37:06,1691,Rejected,Natural Disaster
61902,28843,2017-05-28 14:07:33,11982,Under Review,Other
61903,25608,2017-12-07 06:59:14,11794,Under Review,Theft
61904,11640,2018-05-25 22:47:34,7541,Under Review,Theft
61905,13962,2019-09-27 00:37:17,5171,Under Review,Natural Disaster
61906,14066,2024-09-07 22:46:35,16210,Under Review,Natural Disaster
61907,18345,2020-07-05 11:27:40,3749,Rejected,Accident
61908,20086,2023-10-21 02:35:56,4916,Under Review,Natural Disaster
61909,18114,2019-09-10 02:49:22,4797,Rejected,Accident
61910,14135,2023-03-29 10:46:21,4761,Approved,Theft
61911,25271,2018-07-17 16:41:30,3421,Under Review,Theft
61912,16546,2022-08-29 17:15:26,10921,Approved,Accident
61913,25538,2024-07-13 12:01:52,9464,Rejected,Accident
61914,27818,2021-02-16 19:00:21,7177,Rejected,Theft
61915,28224,2024-05-06 22:51:55,6527,Under Review,Theft
61916,29864,2019-01-03 16:49:24,10116,Approved,Other
61917,12914,2020-03-04 22:46:31,11963,Rejected,Other
61918,15624,2021-12-14 03:56:01,9794,Under Review,Accident
61919,27785,2021-04-11 05:51:20,9794,Approved,Theft
61920,23854,2022-08-19 18:21:30,10464,Approved,Theft
61921,23112,2024-02-03 16:28:24,2910,Rejected,Accident
61922,17289,2023-01-29 18:00:47,4155,Rejected,Accident
61923,19817,2020-08-10 04:26:13,6966,Approved,Accident
61924,16956,2017-02-09 08:15:46,6580,Rejected,Accident
61925,12551,2020-03-20 04:06:31,7694,Under Review,Natural Disaster
61926,27782,2021-04-06 18:54:53,7592,Rejected,Theft
61927,28331,2022-07-12 02:05:12,8432,Under Review,Natural Disaster
61928,17016,2018-12-04 17:41:26,11232,Rejected,Theft
61929,19843,2021-11-27 02:46:55,7067,Rejected,Natural Disaster
61930,27158,2020-11-08 01:15:10,3945,Approved,Natural Disaster
61931,12857,2017-12-28 07:18:16,6466,Rejected,Accident
61932,28973,2019-07-26 17:01:52,10284,Under Review,Theft
61933,12345,2020-02-01 20:21:42,6642,Under Review,Natural Disaster
61934,20907,2019-10-12 16:41:45,9226,Rejected,Other
61935,10514,2024-09-18 09:38:47,4812,Under Review,Natural Disaster
61936,20841,2021-01-10 06:47:42,5361,Under Review,Natural Disaster
61937,28406,2023-03-19 03:34:32,2437,Under Review,Other
61938,27019,2024-12-19 07:40:16,7462,Under Review,Natural Disaster
61939,16430,2024-07-21 09:40:59,9624,Approved,Theft
61940,14132,2019-04-27 07:36:15,7524,Under Review,Other
61941,10158,2024-05-20 01:55:37,2874,Approved,Theft
61942,24323,2021-10-31 22:14:02,2078,Approved,Natural Disaster
61943,24518,2021-07-09 11:35:59,5752,Approved,Accident
61944,28448,2020-02-05 23:00:40,10450,Approved,Natural Disaster
61945,16270,2017-01-29 03:39:47,10197,Under Review,Other
61946,13151,2020-10-19 21:54:27,5166,Under Review,Natural Disaster
61947,16662,2021-11-09 08:59:00,6593,Under Review,Theft
61948,18405,2018-03-14 05:24:51,7394,Under Review,Accident
61949,26920,2017-08-30 02:45:17,11381,Under Review,Accident
61950,29489,2020-09-19 11:49:00,9941,Approved,Accident
61951,17540,2017-03-17 19:46:56,4446,Rejected,Natural Disaster
61952,24212,2017-08-05 03:47:16,6778,Under Review,Other
61953,20765,2024-03-13 23:01:48,-365,Under Review,Accident
61954,10181,2021-09-07 23:25:58,3917,Under Review,Theft
61955,26530,2024-01-26 23:44:09,5337,Rejected,Theft
61956,22368,2019-11-13 10:31:28,7595,Approved,Natural Disaster
61957,14064,2020-02-24 21:37:20,8473,Approved,Theft
61958,12328,2018-09-28 11:32:28,10457,Rejected,Natural Disaster
61959,15259,2024-07-24 15:23:18,6530,Approved,Other
61960,17979,2022-08-04 02:39:41,11051,Under Review,Theft
61961,16923,2023-08-09 13:18:08,8171,Under Review,Accident
61962,20068,2022-04-29 19:25:17,4561,Rejected,Theft
61963,26655,2018-10-08 08:55:00,4195,Rejected,Theft
61964,12781,2018-06-04 23:05:33,4217,Under Review,Natural Disaster
61965,25525,2019-09-19 22:30:31,7214,Under Review,Accident
61966,21302,2020-05-22 00:30:42,6423,Under Review,Other
61967,26436,2020-02-10 04:18:45,4540,Approved,Accident
61968,28934,2018-02-01 05:29:10,9251,Approved,Accident
61969,21560,2023-07-02 22:13:48,6393,Approved,Accident
61970,25128,2019-07-11 19:26:19,5254,Under Review,Other
61971,24827,2017-07-16 17:43:30,6904,Under Review,Theft
61972,17065,2019-04-24 14:09:13,9333,Under Review,Natural Disaster
61973,13632,2018-11-11 23:16:54,7000,Approved,Other
61974,29448,2024-09-16 14:59:26,10957,Rejected,Other
61975,13359,2023-07-02 17:07:52,5138,Under Review,Theft
61976,19451,2024-09-25 18:37:39,5429,Approved,Natural Disaster
61977,17198,2023-02-03 03:04:26,-722,Approved,Natural Disaster
61978,26006,2023-10-20 18:05:01,4974,Under Review,Accident
61979,23731,2017-11-08 11:18:29,6051,Under Review,Accident
61980,23673,2023-03-09 14:46:47,5382,Rejected,Other
61981,13298,2017-06-24 08:33:10,7304,Approved,Other
61982,16597,2020-07-30 05:20:53,5585,Approved,Natural Disaster
61983,14386,2017-11-07 09:44:48,1938,Under Review,Other
61984,24112,2019-10-07 01:34:44,5480,Under Review,Natural Disaster
61985,22534,2024-05-11 03:28:58,6904,Rejected,Natural Disaster
61986,17857,2018-02-06 18:24:23,3705,Approved,Other
61987,26294,2022-09-27 11:54:36,11621,Rejected,Other
61988,23601,2023-07-24 13:44:59,10354,Rejected,Theft
61989,15548,2021-09-22 18:37:04,3503,Under Review,Accident
61990,16384,2024-01-09 22:37:27,8652,Under Review,Natural Disaster
61991,18751,2020-12-30 23:07:23,10032,Approved,Theft
61992,13710,2017-07-06 20:54:29,2892,Rejected,Accident
61993,23410,2024-01-17 09:56:05,4511,Approved,Accident
61994,11621,2018-12-09 05:37:14,11295,Under Review,Theft
61995,25349,2022-10-26 21:19:43,6341,Under Review,Other
61996,16322,2024-06-21 14:18:16,3425,Approved,Accident
61997,21797,2022-04-15 11:06:05,5674,Approved,Accident
61998,20879,2019-05-02 07:12:00,6928,Rejected,Theft
61999,23258,2020-03-17 08:05:40,11926,Rejected,Accident
62000,28638,2024-08-21 21:58:15,6624,Under Review,Theft
62001,24337,2018-06-25 01:56:30,7454,Approved,Other
62002,25727,2019-11-04 20:18:59,5543,Under Review,Other
62003,25869,2020-11-28 13:56:24,11167,Under Review,Natural Disaster
62004,10134,2017-06-02 04:38:08,9676,Under Review,Other
62005,16424,2018-07-29 18:56:32,1520,Rejected,Accident
62006,26964,2017-06-28 12:43:29,9522,Under Review,Other
62007,10478,2024-03-13 08:50:59,1159,Approved,Theft
62008,11883,2021-02-08 22:54:29,8895,Rejected,Accident
62009,14880,2019-10-04 02:20:32,8469,Approved,Theft
62010,22753,2020-01-02 17:34:07,5136,Under Review,Theft
62011,25003,2021-08-04 11:27:40,6500,Under Review,Theft
62012,23143,2023-02-18 03:33:03,4815,Rejected,Theft
62013,24587,2019-02-21 16:38:05,7582,Approved,Accident
62014,23840,2019-10-26 17:45:17,2896,Rejected,Natural Disaster
62015,29989,2018-09-23 21:01:09,10996,Approved,Other
62016,19148,2024-09-17 12:32:26,9004,Rejected,Other
62017,15568,2022-04-09 19:44:48,7205,Approved,Theft
62018,17301,2019-08-31 00:44:59,12677,Approved,Accident
